Code,Name,Country,Exchange,Currency,Type,Isin
MGOIX,"MAINSTAY GOVERNMENT FUND CLASS I",USA,NMFQS,USD,FUND,
MGOL,"MGO Global Inc. Common Stock",USA,NASDAQ,USD,"Common Stock",
MGOM,"Migom Global Corp",USA,PINK,USD,"Common Stock",
MGON,"Megola Inc",USA,PINK,USD,"Common Stock",US58517C3051
MGORX,"MSIF Global Opportunity Portfolio -R",USA,NMFQS,USD,FUND,
MGOSX,"VICTORY MUNDER MID-CAP CORE GROWTH FUND CLASS R6",USA,NMFQS,USD,FUND,US92647K8466
MGOTX,"VICTORY MUNDER MID-CAP CORE GROWTH FUND CLASS C",USA,NMFQS,USD,FUND,US92647K8615
MGOV,"First Trust Exchange-Traded Fund IV",USA,"NYSE ARCA",USD,"Common Stock",
MGOXX,"Morgan Stanley Institutional Liquidity Funds -  Government Portfolio",USA,NMFQS,USD,FUND,
MGOYX,"VICTORY MUNDER MID-CAP CORE GROWTH FUND CLASS Y",USA,NMFQS,USD,FUND,US92647K8383
MGPHF,"Mason Graphite Inc.",USA,OTCQX,USD,"Common Stock",CA57520W1005
MGPI,"MGP Ingredients Inc",USA,NASDAQ,USD,"Common Stock",US55303J1060
MGPIX,"MID-CAP GROWTH PROFUND MID-CAP GROWTH PROFUND INVESTOR CLASS",USA,NMFQS,USD,FUND,
MGPOX,"GLOBAL STRATEGIST PORTFOLIO CLASS IS",USA,NMFQS,USD,FUND,
MGPSX,"MID-CAP GROWTH PROFUND MID-CAP GROWTH PROFUND SERVICE CLASS",USA,NMFQS,USD,FUND,
MGPUF,"M&G Plc",USA,PINK,USD,"Common Stock",GB00BKFB1C65
MGPXX,"Morgan Stanley Institutional Liquidity Funds - Government Securities Portfolio",USA,NMFQS,USD,FUND,
MGQAX,"GLOBAL QUALITY PORTFOLIO CLASS A",USA,NMFQS,USD,FUND,
MGQIX,"GLOBAL QUALITY PORTFOLIO CLASS I",USA,NMFQS,USD,FUND,
MGQLX,"GLOBAL QUALITY PORTFOLIO CLASS L",USA,NMFQS,USD,FUND,
MGQSX,"GLOBAL QUALITY PORTFOLIO CLASS IS",USA,NMFQS,USD,FUND,
MGR,"Affiliated Managers Group Inc",USA,NYSE,USD,"Common Stock",US0082528508
MGRAX,"MFS INTERNATIONAL GROWTH FUND A",USA,NMFQS,USD,FUND,US55273E1038
MGRB,MGRB,USA,NYSE,USD,"Common Stock",
MGRBX,"MFS INTERNATIONAL GROWTH FUND B",USA,NMFQS,USD,FUND,
MGRC,"McGrath RentCorp",USA,NASDAQ,USD,"Common Stock",US5805891091
MGRCX,"MFS INTERNATIONAL GROWTH FUND C",USA,NMFQS,USD,FUND,
MGRD,MGRD,USA,NYSE,USD,"Common Stock",
MGRDX,"MFS INTERNATIONAL GROWTH FUND R6",USA,NMFQS,USD,FUND,US5527463567
MGREX,"GLOBAL REAL ESTATE PORTFOLIO CLASS IS",USA,NMFQS,USD,FUND,US61760X7782
MGRFX,"MASSMUTUAL SELECT MID CAP GROWTH EQUITY II FUND CLASS R5",USA,NMFQS,USD,FUND,US57629S2086
MGRIX,"MARSICO GROWTH FUND MARSICO GROWTH FUND",USA,NMFQS,USD,FUND,US5730122000
MGRLX,"GLOBAL REAL ESTATE PORTFOLIO CLASS L",USA,NMFQS,USD,FUND,
MGRM,"Monogram Orthopaedics Inc. Common Stock",USA,NASDAQ,USD,"Common Stock",
MGROF,"Mustgrow Biologics Corp",USA,OTCQB,USD,"Common Stock",CA62822A1030
MGRPX,"GROWTH PORTFOLIO CLASS IS",USA,NMFQS,USD,FUND,US61760X7113
MGRQX,"MFS INTERNATIONAL GROWTH FUND R2",USA,NMFQS,USD,FUND,
MGRRX,"MFS INTERNATIONAL GROWTH FUND R1",USA,NMFQS,USD,FUND,
MGRSX,"MASSMUTUAL SELECT GROWTH OPPORTUNITIES FUND CLASS R5",USA,NMFQS,USD,FUND,US57629S6046
MGRTX,"MFS INTERNATIONAL GROWTH FUND R3",USA,NMFQS,USD,FUND,
MGRUF,"Morguard Real Estate Investment Trust",USA,PINK,USD,"Common Stock",
MGRVX,"MFS INTERNATIONAL GROWTH FUND R4",USA,NMFQS,USD,FUND,US5527466875
MGRX,"Mangoceuticals Inc. Common Stock",USA,NASDAQ,USD,"Common Stock",
MGSEX,"AMG MANAGERS SPECIAL EQUITY FUND CLASS N",USA,NMFQS,USD,FUND,US00170L8679
MGSIX,"MFS GOVERNMENT SECURITIES FUND I",USA,NMFQS,USD,FUND,
MGSMX,"DEUTSCHE SHORT-TERM MUNICIPAL BOND FUND INSTITUTIONAL CLASS",USA,NMFQS,USD,FUND,
MGSXX,"Morgan Stanley Institutional Liquidity Funds -  Government Portfolio",USA,NMFQS,USD,FUND,
MGTA,"Magenta Therapeutics Inc",USA,NASDAQ,USD,"Common Stock",US55910K1088
MGTC,"Megatech Corp",USA,PINK,USD,"Common Stock",US5851601048
MGTCX,"TRANSAMERICA MID CAP GROWTH C",USA,NMFQS,USD,FUND,
MGTI,"MGT Capital Investments Inc",USA,OTCQB,USD,"Common Stock",US55302P2020
MGTIX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND I",USA,NMFQS,USD,FUND,US5757194064
MGTPX,"MSVIF Global Strategist Port Class II",USA,NMFQS,USD,FUND,
MGTSX,"GLOBAL OPPORTUNITY PORTFOLIO CLASS IS",USA,NMFQS,USD,FUND,
MGTX,"MeiraGTx Holdings PLC",USA,NASDAQ,USD,"Common Stock",KYG596651029
MGUY,"Mogul Energy International Inc",USA,PINK,USD,"Common Stock",
MGV,"Vanguard Mega Cap Value Index Fund ETF Shares",USA,"NYSE ARCA",USD,ETF,US9219108407
MGVAX,"MAINSTAY GOVERNMENT FUND CLASS A",USA,NMFQS,USD,FUND,US56062F7649
MGVCX,"MAINSTAY GOVERNMENT FUND CLASS C",USA,NMFQS,USD,FUND,
MGVDX,"MainStay MacKay U.S. Infrastructure Bond Fund Class R6",USA,NMFQS,USD,FUND,
MGVMF,"Musgrave Minerals Limited",USA,PINK,USD,"Common Stock",
MGVNX,"MAINSTAY GOVERNMENT FUND INVESTOR CLASS",USA,NMFQS,USD,FUND,
MGVSX,"MFS GOVERNMENT SECURITIES FUND R2",USA,NMFQS,USD,FUND,US5529828866
MGWFF,"Maple Leaf Green World Inc",USA,OTCQB,USD,"Common Stock",
MGWIX,"MFS GROWTH ALLOCATION FUND I",USA,NMFQS,USD,FUND,US55273G6944
MGWRX,"MFS GLOBAL GROWTH FUND R2",USA,NMFQS,USD,FUND,
MGXAX,"MAINSTAY GROWTH ALLOCATION FUND CLASS A",USA,NMFQS,USD,FUND,US56063U7037
MGXBX,"MAINSTAY GROWTH ALLOCATION FUND CLASS B",USA,NMFQS,USD,FUND,
MGXCX,"MAINSTAY GROWTH ALLOCATION FUND CLASS C",USA,NMFQS,USD,FUND,
MGXIX,"MAINSTAY GROWTH ALLOCATION FUND CLASS I",USA,NMFQS,USD,FUND,
MGXMF,"MGX Minerals Inc",USA,PINK,USD,"Common Stock",
MGXNX,"MAINSTAY GROWTH ALLOCATION FUND INVESTOR CLASS",USA,NMFQS,USD,FUND,US56063U6047
MGXRX,"MAINSTAY GROWTH ALLOCATION FUND CLASS R3",USA,NMFQS,USD,FUND,
MGXSX,"MainStay Equity Allocation Fund Simple Class",USA,NMFQS,USD,FUND,
MGY,"Magnolia Oil & Gas Corp",USA,NYSE,USD,"Common Stock",US5596631094
MGYOY,"MOL PLC ADR",USA,PINK,USD,"Common Stock",US6084642023
MGYR,"Magyar Bancorp Inc",USA,NASDAQ,USD,"Common Stock",US55977T2087
MGZZX,"Morgan Stanley Institutional Fund. Inc. Global Insight Portfolio Class IS",USA,NMFQS,USD,FUND,
MHCAX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS A",USA,NMFQS,USD,FUND,US56062F7722
MHCUF,"Flagship Communities Real Estate Investment Trust",USA,PINK,USD,"Common Stock",
MHD,"BlackRock MuniHoldings Closed Fund",USA,NYSE,USD,FUND,US09253N1046
MHEFX,"MH ELITE FUND OF FUNDS MH ELITE FUND OF FUNDS",USA,NMFQS,USD,FUND,
MHEIX,"MH ELITE INCOME FUND OF FUNDS MH ELITE INCOME FUND OF FUNDS",USA,NMFQS,USD,FUND,
MHELX,"MH ELITE SMALL CAP FUND OF FUNDS MH ELITE SMALL CAP FUND OF FUNDS",USA,NMFQS,USD,FUND,
MHESX,"MH ELITE SELECT PORTFOLIO OF FUNDS MH ELITE SELECT PORTFOLIO OF FUNDS",USA,NMFQS,USD,FUND,
MHF,"Western Asset Municipal High Income Closed Fund",USA,NYSE,USD,FUND,US95766N1037
MHGU,"Meritage Hospitality Group Inc",USA,OTCQX,USD,"Common Stock",US59000K3095
MHGVY,"Mowi ASA ADR",USA,PINK,USD,"Common Stock",US6246781081
MHH,"Mastech Holdings Inc",USA,"NYSE MKT",USD,"Common Stock",US57633B1008
MHHC,"MHHC Enterprises Inc",USA,OTCQB,USD,"Common Stock",US55304Q2084
MHHIX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND INVESTOR CLASS",USA,NMFQS,USD,FUND,US56062X4768
MHHRX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS R1",USA,NMFQS,USD,FUND,
MHHSX,"MainStay MacKay High Yield Corporate Bond Fund Simple Class",USA,NMFQS,USD,FUND,
MHI,"Pioneer Municipal High Income Trust",USA,NYSE,USD,"Common Stock",US7237631087
MHIBX,"MFS HIGH INCOME FUND B",USA,NMFQS,USD,FUND,
MHICX,"MFS HIGH INCOME FUND C",USA,NMFQS,USD,FUND,
MHIFF,"Mineral Hill Industries Ltd",USA,PINK,USD,"Common Stock",
MHIGX,"MFS HIGH INCOME FUND R1",USA,NMFQS,USD,FUND,
MHIHX,"MFS HIGH INCOME FUND R3",USA,NMFQS,USD,FUND,
MHIIX,"MFS HIGH INCOME FUND I",USA,NMFQS,USD,FUND,US5529846017
MHIJX,"MFS HIGH INCOME FUND R4",USA,NMFQS,USD,FUND,
MHIKX,"MFS HIGH INCOME FUND R5",USA,NMFQS,USD,FUND,US5529846843
MHITX,"MFS HIGH INCOME FUND A",USA,NMFQS,USD,FUND,US5529841067
MHIVF,"Invesque Inc",USA,PINK,USD,"Common Stock",
MHK,"Mohawk Industries Inc",USA,NYSE,USD,"Common Stock",US6081901042
MHLA,"Maiden Holdings Ltd",USA,NYSE,USD,"Common Stock",US5602923022
MHLD,"Maiden Holdings Ltd",USA,NASDAQ,USD,"Common Stock",BMG5753U1128
MHN,"BlackRock MuniHoldings NY Quality Closed Fund",USA,NYSE,USD,FUND,US09255C1062
MHNC,"Maiden Holdings North America Ltd ELKS",USA,NYSE,USD,"Common Stock",US56029Q4082
MHO,"M/I Homes Inc",USA,NYSE,USD,"Common Stock",US55305B1017
MHOAX,"MFS GLOBAL HIGH YIELD FUND A",USA,NMFQS,USD,FUND,US5529847007
MHOBX,"MFS GLOBAL HIGH YIELD FUND B",USA,NMFQS,USD,FUND,
MHOCX,"MFS GLOBAL HIGH YIELD FUND C",USA,NMFQS,USD,FUND,
MHOIX,"MFS GLOBAL HIGH YIELD FUND I",USA,NMFQS,USD,FUND,US5529848740
MHORX,"MFS GLOBAL HIGH YIELD FUND R1",USA,NMFQS,USD,FUND,
MHOSX,"MFS GLOBAL HIGH YIELD FUND R2",USA,NMFQS,USD,FUND,
MHOTX,"MFS GLOBAL HIGH YIELD FUND R3",USA,NMFQS,USD,FUND,
MHOUX,"MFS GLOBAL HIGH YIELD FUND R4",USA,NMFQS,USD,FUND,
MHOVX,"MFS GLOBAL HIGH YIELD FUND R5",USA,NMFQS,USD,FUND,
MHPC,"Manufactured Housing Properties Inc",USA,PINK,USD,"Common Stock",
MHPSY,"MHP SE",USA,PINK,USD,"Common Stock",
MHSDF,"Megacable Holdings S. A. B. de C. V",USA,PINK,USD,"Common Stock",
MHSXX,"Morgan Stanley Institutional Liquidity Funds - Treasury Portfolio",USA,NMFQS,USD,FUND,
MHTX,"Manhattan Scients",USA,PINK,USD,"Common Stock",US5631221000
MHTZF,"Manhattan Corporation Limited",USA,PINK,USD,"Common Stock",
MHUA,"Meihua International Medical Technologies Co Ltd",USA,NASDAQ,USD,"Common Stock",KYG5966G1082
MHUBF,"Minehub Technologies Inc",USA,OTCQB,USD,"Common Stock",CA60273M1059
MHVYF,"Mitsubishi Heavy Industries Ltd.",USA,PINK,USD,"Common Stock",JP3900000005
MHWIX,"Blk Rk Sg Bf C",USA,NMFQS,USD,FUND,
MHYCX,"MAINSTAY EMERGING MARKETS DEBT FUND CLASS C",USA,NMFQS,USD,FUND,
MHYIX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS I",USA,NMFQS,USD,FUND,US56062X7084
MHYR,"Manthey Redmond Corp",USA,PINK,USD,"Common Stock",
MHYRX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS R2",USA,NMFQS,USD,FUND,
MHYSX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS R6",USA,NMFQS,USD,FUND,
MHYTX,"MAINSTAY HIGH YIELD CORPORATE BOND FUND CLASS R3",USA,NMFQS,USD,FUND,
MHYWX,"Manning & Napier High Yield Bond Series Class W",USA,NMFQS,USD,FUND,
MHYZX,"Manning & Napier High Yield Bond Series Class Z",USA,NMFQS,USD,FUND,
MIAAX,"MFS INFLATION-ADJUSTED BOND FUND A",USA,NMFQS,USD,FUND,
MIABX,"MFS INFLATION-ADJUSTED BOND FUND B",USA,NMFQS,USD,FUND,
MIACX,"MFS INFLATION-ADJUSTED BOND FUND C",USA,NMFQS,USD,FUND,
MIAGX,"MFS AGGRESSIVE GROWTH ALLOCATION FUND I",USA,NMFQS,USD,FUND,US55273G6522
MIAHX,"MFS INFLATION-ADJUSTED BOND FUND R3",USA,NMFQS,USD,FUND,
MIAIX,"MFS INFLATION-ADJUSTED BOND FUND I",USA,NMFQS,USD,FUND,
MIAJX,"MFS INFLATION-ADJUSTED BOND FUND R4",USA,NMFQS,USD,FUND,
MIAKX,"MFS INFLATION-ADJUSTED BOND FUND R6",USA,NMFQS,USD,FUND,US55274K8844
MIALX,"MFS INFLATION-ADJUSTED BOND FUND R1",USA,NMFQS,USD,FUND,
MIAPX,"MATTHEWS ASIA GROWTH FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,US5771307767
MIAQX,"American Funds Multi-Sector Income Fund Class A",USA,NMFQS,USD,FUND,
MIATX,"MFS INFLATION-ADJUSTED BOND FUND R2",USA,NMFQS,USD,FUND,
MIAUX,"American Funds Multi-Sector Income Fund Class C",USA,NMFQS,USD,FUND,
MIAWX,"American Funds Multi-Sector Income Fund Class F-1",USA,NMFQS,USD,FUND,
MIAYX,"American Funds Multi-Sector Income Fund Class F-2",USA,NMFQS,USD,FUND,
MIAZX,"American Funds Multi-Sector Income Fund Class F-3",USA,NMFQS,USD,FUND,
MIBDX,"BNY MELLON BOND FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIBLX,"BNY MELLON ASSET ALLOCATION FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MICDX,"MATTHEWS CHINA DIVIDEND FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,
MICFX,"MATTHEWS CHINA FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,
MICHX,"MATTHEWS CHINA SMALL COMPANIES FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,
MICIX,"VICTORY TRIVALENT INTERNATIONAL FUND - CORE EQUITY (FORMERLY VICTORY MUNDER INTERNATIONAL FUND - CORE EQUITY) CLASS I",USA,NMFQS,USD,FUND,
MICR,"Micron Solutions Inc",USA,OTCQB,USD,"Common Stock",US59511X1054
MICS,"The Singing Machine Company Inc. Common Stock",USA,NASDAQ,USD,"Common Stock",US8293224031
MICSX,"MATTHEWS ASIAN GROWTH AND INCOME FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,US5771308427
MICYX,"VICTORY TRIVALENT INTERNATIONAL FUND - CORE EQUITY (FORMERLY VICTORY MUNDER INTERNATIONAL FUND - CORE EQUITY) CLASS Y",USA,NMFQS,USD,FUND,
MID,"S&P Midcap 400",USA,"NYSE ARCA",USD,ETF,US0250727601
MIDAX,"MFS INTERNATIONAL NEW DISCOVERY FUND A",USA,NMFQS,USD,FUND,US5529818883
MIDBX,"MFS INTERNATIONAL NEW DISCOVERY FUND B",USA,NMFQS,USD,FUND,
MIDCX,"MFS INTERNATIONAL NEW DISCOVERY FUND C",USA,NMFQS,USD,FUND,US5529818628
MIDD,"Middleby Corp",USA,NASDAQ,USD,"Common Stock",US5962781010
MIDE,"DBX ETF Trust - Xtrackers S&P MidCap 400 ESG ETF",USA,"NYSE ARCA",USD,ETF,US2330511278
MIDFX,"Marsico Midcap Growth Focus Fund",USA,NMFQS,USD,"Mutual Fund",
MIDGX,"MFS INTERNATIONAL NEW DISCOVERY FUND R1",USA,NMFQS,USD,FUND,
MIDHX,"MFS INTERNATIONAL NEW DISCOVERY FUND R3",USA,NMFQS,USD,FUND,US5529814908
MIDJX,"MFS INTERNATIONAL NEW DISCOVERY FUND R4",USA,NMFQS,USD,FUND,US5529814825
MIDKX,"S&P MIDCAP INDEX FUND K SHARES",USA,NMFQS,USD,FUND,
MIDLF,"Midland Exploration Inc",USA,PINK,USD,"Common Stock",
MIDLX,"MFS INTERNATIONAL NEW DISCOVERY FUND R6",USA,NMFQS,USD,FUND,US5529813835
MIDNX,"MATTHEWS INDIA FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,US5771307684
MIDRX,"MFS INTERNATIONAL NEW DISCOVERY FUND R2",USA,NMFQS,USD,FUND,
MIDSX,"MIDAS FUND MIDAS FUND",USA,NMFQS,USD,FUND,
MIDU,"Direxion Daily Mid Cap Bull 3X Shares",USA,"NYSE ARCA",USD,ETF,US25459W7305
MIEAX,"MM S&P 500 INDEX FUND CLASS R4",USA,NMFQS,USD,FUND,US57629R5155
MIECX,"MAINSTAY INTERNATIONAL EQUITY FUND CLASS C",USA,NMFQS,USD,FUND,
MIEDX,"MASSMUTUAL PREMIER INTERNATIONAL EQUITY FUND CLASS R5",USA,NMFQS,USD,FUND,US57629E3080
MIEFX,"Matthews Emerging Markets Equity Fund",USA,NMFQS,USD,FUND,
MIEGX,"BNY MELLON EMERGING MARKETS FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIEIX,"MFS INSTITUTIONAL INTERNATIONAL EQUITY FUND MFS INSTITUTIONAL INTERNATIONAL EQUITY FUND",USA,NMFQS,USD,FUND,US5529668064
MIELF,"Mitsubishi Electric Corporation",USA,PINK,USD,"Common Stock",
MIELX,"MASSMUTUAL PREMIER INTERNATIONAL EQUITY FUND ADMINISTRATIVE CLASS",USA,NMFQS,USD,FUND,
MIELY,"Mitsubishi Electric Corp ADR",USA,PINK,USD,"Common Stock",US6067762012
MIERX,"MAINSTAY INTERNATIONAL EQUITY FUND CLASS R1",USA,NMFQS,USD,FUND,
MIESY,"Mitsui Engineering & Shipbuilding Co Ltd ADR",USA,PINK,USD,"Common Stock",US6068371029
MIEYX,"MM S&P 500 INDEX FUND ADMINISTRATIVE CLASS",USA,NMFQS,USD,FUND,US57629R4992
MIEZX,"MM S&P 500 INDEX FUND CLASS R5",USA,NMFQS,USD,FUND,US57629S6871
MIFDX,"MainStay MacKay International Equity Fund Class R6",USA,NMFQS,USD,FUND,
MIFF,"Mifflinburg Bancorp Inc",USA,PINK,USD,"Common Stock",
MIFIX,"MILLER INTERMEDIATE BOND FUND MILLER INTERMEDIATE BOND FUND CLASS I",USA,NMFQS,USD,FUND,US60055P8620
MIFOX,"Marsico Focus Fund Institutional Class",USA,NMFQS,USD,"Mutual Fund",
MIFRX,"MAINSTAY INTERNATIONAL EQUITY FUND CLASS R3",USA,NMFQS,USD,FUND,
MIFXX,"Nationwide Mutual Funds - Nationwide Money Market Fund",USA,NMFQS,USD,FUND,
MIG,"VanEck Vectors Moody's Analytics IG Corporate Bond ETF",USA,BATS,USD,ETF,
MIGAX,"CORPORATE BOND PORTFOLIO CLASS A SHARES",USA,NMFQS,USD,FUND,
MIGBX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND B",USA,NMFQS,USD,FUND,
MIGCX,"Oppenheimer Main Street Fund Class C",USA,NMFQS,USD,FUND,US68380D2071
MIGDX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND C",USA,NMFQS,USD,FUND,US5757193074
MIGFX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND A",USA,NMFQS,USD,FUND,US5757191094
MIGHX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND R3",USA,NMFQS,USD,FUND,US5757198511
MIGI,"Mawson Infrastructure Group Inc",USA,NASDAQ,USD,"Common Stock",US57778N2080
MIGIX,"GLOBAL ADVANTAGE PORTFOLIO CLASS I",USA,NMFQS,USD,FUND,
MIGKX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND R4",USA,NMFQS,USD,FUND,US5757198446
MIGLX,"GLOBAL ADVANTAGE PORTFOLIO CLASS L",USA,NMFQS,USD,FUND,
MIGMX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND R1",USA,NMFQS,USD,FUND,
MIGNX,"MASSACHUSETTS INVESTORS GROWTH STOCK FUND R6",USA,NMFQS,USD,FUND,US5757198289
MIGOX,"Marsico Global Fund Institutional Class",USA,NMFQS,USD,"Mutual Fund",
MIGPX,"GLOBAL ADVANTAGE PORTFOLIO CLASS A",USA,NMFQS,USD,FUND,
MIGWX,"Marsico Growth Fund Institutional Class",USA,NMFQS,USD,"Mutual Fund",
MIGYX,"Oppenheimer Main Street Fund Class Y",USA,NMFQS,USD,FUND,US68380D8847
MIHL,"Montague International Holding Ltd",USA,PINK,USD,"Common Stock",
MIHRX,"MFS HIGH INCOME FUND R2",USA,NMFQS,USD,FUND,
MIIAX,"PRAXIS IMPACT BOND FUND PRAXIS IMPACT BOND FUND CLASS A",USA,NMFQS,USD,FUND,US74006E5042
MIIBX,"MADISON HIGH QUALITY BOND FUND HIGH QUALITY BOND FUND CLASS Y",USA,NMFQS,USD,FUND,US5574925278
MIIDX,"BNY MELLON INTERMEDIATE BOND FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIIIX,"PRAXIS IMPACT BOND FUND PRAXIS IMPACT BOND FUND CLASS I",USA,NMFQS,USD,FUND,US74006E7691
MIINX,"BNY MELLON INTERNATIONAL FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIIOX,"Marsico International Opportunities Fund Institutional Class",USA,NMFQS,USD,"Mutual Fund",
MIIRX,"Madison Funds - Madison High Quality Bond Fund",USA,NMFQS,USD,"Mutual Fund",
MIISX,"BNY MELLON INCOME STOCK FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIJFX,"MATTHEWS JAPAN FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,US5771307924
MIKP,"Mike the Pike Productions Inc",USA,PINK,USD,"Common Stock",
MILC,"Millennium Investment & Acquisition Company Inc",USA,PINK,USD,"Common Stock",US60039Q1013
MILFF,"1CM Inc",USA,OTCQB,USD,"Common Stock",
MILN,"Global X Millennials Consumer ETF",USA,NASDAQ,USD,ETF,US37954Y7647
MIMFX,"AMG MANAGERS EMERGING OPPORTUNITIES FUND CLASS I",USA,NMFQS,USD,FUND,
MIMIX,"MFS MUNICIPAL INCOME FUND I",USA,NMFQS,USD,FUND,US55273N4346
MIMO,"Airspan Networks Holdings Inc",USA,"NYSE MKT",USD,"Common Stock",US00951K1043
MIMPX,"MSVIF Global Strategist Port Class I",USA,NMFQS,USD,FUND,
MIMSX,"BNY MELLON MID CAP MULTI-STRATEGY FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIMTF,"Mitsubishi Materials Corporation",USA,PINK,USD,"Common Stock",
MIMWW,"Airspan Networks Holdings Inc.",USA,PINK,USD,"Common Stock",
MIN,"MFS Intermediate Income Trust",USA,NYSE,USD,"Common Stock",US55273C1071
MINAX,"MADISON INTERNATIONAL STOCK FUND INTERNATIONAL STOCK FUND CLASS A",USA,NMFQS,USD,FUND,
MINBY,"MINEBEA MITSUMI Inc.",USA,PINK,USD,"Common Stock",
MINC,"AdvisorShares Newfleet Multi-Sector Income ETF",USA,"NYSE ARCA",USD,ETF,US00768Y7278
MIND,"Mind Technology Inc",USA,NASDAQ,USD,"Common Stock",US6025661017
MINDP,"Mind Technology Inc Pref A",USA,NASDAQ,USD,"Preferred Stock",US6025662007
MINDX,"MATTHEWS INDIA FUND INVESTOR CLASS SHARES",USA,NMFQS,USD,FUND,US5771308591
MINE,"Minerco Inc",USA,OTCCE,USD,"Common Stock",US6031711095
MINEX,"MAINSTAY INTERNATIONAL EQUITY FUND CLASS B",USA,NMFQS,USD,FUND,
MINFX,"MFS INTERNATIONAL VALUE FUND R2",USA,NMFQS,USD,FUND,US5527466610
MINGX,"MFS INTERNATIONAL VALUE FUND R3",USA,NMFQS,USD,FUND,US5527466537
MINHX,"MFS INTERNATIONAL VALUE FUND R4",USA,NMFQS,USD,FUND,US5527466461
MINIX,"MFS INTERNATIONAL VALUE FUND I",USA,NMFQS,USD,FUND,US55273E8223
MINJX,"MFS INTERNATIONAL VALUE FUND R6",USA,NMFQS,USD,FUND,US5527463492
MINM,"Minim Inc",USA,NASDAQ,USD,"Common Stock",US60365W1027
MINMX,"BNY MELLON NATIONAL INTERMEDIATE MUNICIPAL BOND FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MINN,"Mairs & Power Minnesota Municipal Bond ETF",USA,BATS,USD,ETF,
MINNX,"MAINSTAY INTERNATIONAL EQUITY FUND INVESTOR CLASS",USA,NMFQS,USD,FUND,
MINO,"PIMCO ETF Trust - PIMCO Municipal Income Opportunities Active Exchange-Traded Fund",USA,"NYSE ARCA",USD,ETF,US72201R6356
MINRX,"MFS INTERNATIONAL VALUE FUND R1",USA,NMFQS,USD,FUND,
MINSX,"BNY MELLON NATIONAL SHORT-TERM MUNICIPAL BOND FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MINT,"PIMCO Enhanced Short Maturity Active Exchange-Traded Fund",USA,"NYSE ARCA",USD,ETF,US72201R8337
MINV,"Matthews Asia Innovators Active ETF",USA,"NYSE ARCA",USD,ETF,US5771258267
MINVX,"MADISON INVESTORS FUND INVESTORS FUND CLASS Y",USA,NMFQS,USD,FUND,US5574924933
MINYX,"MADISON INTERNATIONAL STOCK FUND INTERNATIONAL STOCK FUND CLASS Y",USA,NMFQS,USD,FUND,
MIO,"Pioneer Municipal High Income Opportunities Fund Inc",USA,NYSE,USD,"Common Stock",
MIOBX,"MFS STRATEGIC INCOME FUND B",USA,NMFQS,USD,FUND,
MIOCX,"MFS STRATEGIC INCOME FUND C",USA,NMFQS,USD,FUND,
MIOFX,"MARSICO INTERNATIONAL OPPORTUNITIES FUND MARSICO INTERNATIONAL OPPORTUNITIES FUND",USA,NMFQS,USD,FUND,
MIOIX,"Morgan Stanley Insti Fd Int'l Oprts Cl I",USA,NMFQS,USD,FUND,
MIOLX,"Morgan Stanley Insti Fd Intl Oprts Cl L",USA,NMFQS,USD,FUND,
MIOPX,"INTERNATIONAL OPPORTUNITY PORTFOLIO CLASS A",USA,NMFQS,USD,FUND,
MIPAX,"BNY MELLON PENNSYLVANIA INTERMEDIATE MUNICIPAL BOND FUND INVESTOR SHARES",USA,NMFQS,USD,FUND,
MIPIX,"MATTHEWS ASIA DIVIDEND FUND INSTITUTIONAL CLASS SHARES",USA,NMFQS,USD,FUND,US5771307502
